id,timestamp
0,nan
1,14.225025
2,29.143309
3,51.548453
4,52.357063
5,52.553445
6,60.098344
7,62.076367
8,64.944578
9,80.942185
10,88.722352
11,90.220365
12,90.747958
13,92.263752
14,125.797709
15,129.070078
16,130.877232
17,153.226115
18,166.673553
19,178.085309
20,181.767937
21,195.215804
22,196.237281
23,210.027900
24,256.335105
25,265.359431
26,281.771042
27,287.577247
28,294.240978
29,296.624202
30,319.938974
31,322.999767
32,331.976468
33,339.892590
34,354.222231
35,355.454887
36,356.448918
37,358.944632
38,392.182769
39,410.659658
40,442.473573
41,447.083112
42,453.863064
43,455.308303
44,471.576835
45,476.740047
46,489.158305
47,493.015786
48,505.062963
49,514.092344
50,517.857964
51,519.565130
52,526.645959
53,540.200805
54,543.141389
55,557.023149
56,575.565374
57,580.065631
58,609.525367
59,620.191172
60,619.630875
61,619.455646
62,681.641713
63,688.954308
64,696.818173
65,722.348690
66,747.680553
67,750.099007
68,762.635089
69,776.058240
70,785.303966
71,803.361884
72,810.944388
73,814.217962
74,815.241646
75,819.101296
76,822.636947
77,822.887964
78,824.562841
79,831.108211
80,865.410337
81,870.854608
82,886.801015
83,898.127690
84,902.632205
85,931.740944
86,1001.968376
87,1003.181506
88,1042.387553
89,1046.787193
90,1047.123354
91,1052.317175
92,1072.362601
93,1086.585504
94,1165.370483
95,1205.025091
96,1205.287834
97,1228.244647
98,1255.105932
99,1259.143629
100,1261.137662
101,1285.940239
102,1307.821071
103,1310.096831
104,1312.893459
105,1343.114836
106,1354.142285
107,1366.952277
108,1394.153780
109,1398.600143
110,1427.762548
111,1460.754809
112,1464.372392
113,1495.978792
114,1531.016451
115,1538.269132
116,1539.052913
117,1543.123682
118,1587.623578
119,1610.260190
120,1613.673110
121,1690.054570
122,1709.985313
123,1730.128141
124,1741.461924
125,1745.504219
126,1754.507666
127,1756.202948
128,1770.823830
129,1773.229614
130,1775.338269
131,1818.430978
132,1828.114651
133,1830.205671
134,1834.804999
135,1834.911194
136,1847.210486
137,1858.497149
138,1878.217329
139,1890.244251
140,1901.103858
141,1914.042150
142,1936.367279
143,2016.022421
144,2030.839964
145,2114.158088
146,2122.308809
147,2125.156138
148,2138.010146
149,2142.564498
150,2188.345621
151,2207.699465
152,2210.451814
153,2209.598394
154,2254.033642
155,2254.524630
156,2275.006895
157,2291.197607
158,2302.519024
159,2314.883935
160,2331.957516
161,2336.386360
162,2345.747057
163,2353.421002
164,2352.443062
165,2393.587804
166,2408.913032
167,2445.679748
168,2447.198151
169,2450.582614
170,2467.140122
171,2473.970788
172,2492.173223
173,2492.759666
174,2506.468667
175,2514.113231
176,2513.660666
177,2515.809401
178,2517.611693
179,2518.754664
180,2523.136062
181,2525.276799
182,2525.928010
183,2541.463043
184,2545.743845
185,2550.961332
186,2567.503310
187,2573.953117
188,2580.354326
189,2584.447144
190,2586.511292
191,2614.093889
192,2664.435082
193,2691.093541
194,2730.135080
195,2751.594992
196,2753.971861
197,2757.532687
198,2765.579800
199,2782.718104
200,2785.528526
201,2803.845820
202,2830.825037
203,2832.661842
204,2834.452707
205,2839.638335
206,2844.063720
207,2848.879068
208,2861.006841
209,2874.675385
210,2899.668356
211,2917.596476
212,2934.298655
213,2942.165225
214,2944.477967
215,2975.042879
216,2977.005776
217,2981.313242
218,2994.818515
219,3014.689604
220,3033.047237
221,3048.347400
222,3048.433970
223,3053.406900
224,3053.552265
225,3072.729215
226,3078.376359
227,3078.977710
228,3081.415106
229,3087.070798
230,3108.972894
231,3118.168902
232,3122.421202
233,3128.731197
234,3143.548567
235,3149.363271
236,3167.473299
237,3195.547944
238,3216.803223
239,3227.430374
