id,timestamp
0,nan
1,14.106416
2,34.269092
3,48.151857
4,55.191713
5,117.189479
6,149.805126
7,164.834247
8,175.912921
9,220.899150
10,226.072310
11,229.477324
12,234.340924
13,243.143398
14,251.419894
15,270.120758
16,297.812567
17,321.411275
18,322.070479
19,324.145567
20,344.658579
21,375.343425
22,386.457576
23,407.725895
24,407.286013
25,412.758059
26,440.860829
27,448.880130
28,458.148466
29,460.304065
30,488.558354
31,517.296924
32,519.085504
33,543.793113
34,587.602296
35,613.524154
36,620.366700
37,645.494900
38,647.815951
39,654.748372
40,660.781089
41,695.192106
42,717.352404
43,719.593937
44,729.516791
45,730.547454
46,748.315804
47,780.775534
48,819.859653
49,824.324642
50,830.611763
51,832.757664
52,836.585428
53,873.757563
54,880.608682
55,883.068812
56,884.554358
57,886.910967
58,893.133267
59,896.794705
60,902.174158
61,905.412950
62,907.661556
63,909.287534
64,915.108519
65,916.321600
66,937.525367
67,947.334321
68,958.545684
69,1057.503275
70,1063.604931
71,1137.280053
72,1154.369692
73,1163.802202
74,1168.764770
75,1199.076947
76,1201.738278
77,1211.782348
78,1222.211130
79,1271.539709
80,1290.060476
81,1307.258486
82,1315.211799
83,1317.428909
84,1335.925499
85,1346.852351
86,1357.829870
87,1378.043369
88,1381.406885
89,1397.347541
90,1404.393842
91,1425.379848
92,1455.613788
93,1494.514018
94,1497.114565
95,1499.273930
96,1516.546559
97,1524.823258
98,1526.320127
99,1553.914238
100,1582.073810
101,1596.212629
102,1620.205207
103,1624.537646
104,1641.131016
105,1691.915814
106,1694.913939
107,1700.973080
108,1714.229101
109,1727.354200
110,1728.835026
111,1757.669726
112,1757.934051
113,1758.606970
114,1771.761842
115,1784.697177
116,1829.362094
117,1834.819975
118,1883.153374
119,1882.878140
120,1933.967062
121,1934.789917
122,1969.700666
123,1975.734584
124,2014.339341
125,2046.249416
126,2060.614007
127,2066.570763
128,2097.705066
129,2103.746047
130,2102.912476
131,2122.819236
132,2141.724649
133,2198.692632
134,2208.341470
135,2221.669777
136,2224.970385
137,2248.048864
138,2266.970595
139,2303.998852
140,2306.090048
141,2358.437354
142,2364.713979
143,2368.525902
144,2383.630770
145,2403.389796
146,2434.455599
147,2444.231732
148,2446.977511
149,2467.843664
150,2472.498823
151,2517.538229
152,2527.060427
153,2542.090720
154,2592.030310
155,2603.132638
156,2611.480172
157,2611.797497
158,2616.011961
159,2667.076808
160,2668.006361
161,2697.895245
162,2725.664723
163,2727.157894
164,2774.180615
165,2783.257441
166,2782.678128
167,2786.074401
168,2786.331103
169,2788.701805
170,2803.568394
171,2811.511876
172,2831.864063
173,2833.434102
174,2840.655418
175,2841.662513
176,2853.535376
177,2909.872588
178,2933.705528
179,2949.126307
180,2953.346826
181,2956.323528
182,2957.006808
183,2958.146847
184,2963.473211
185,2998.247634
186,3036.993060
187,3061.558999
188,3068.318295
189,3068.696701
190,3077.186621
191,3082.691780
192,3099.629275
193,3112.426245
194,3115.328130
195,3116.865828
196,3140.399656
197,3146.947127
198,3179.916308
199,3188.888879
200,3191.358162
201,3196.355704
202,3201.239739
203,3274.341453
204,3288.039078
205,3295.487336
206,3298.030392
207,3302.621616
208,3308.062815
209,3309.048181
210,3341.209127
211,3341.891252
212,3346.964500
213,3355.745510
214,3370.447585
215,3371.426047
216,3395.781229
217,3430.185399
218,3429.880265
219,3433.115796
220,3454.728291
221,3458.386590
222,3459.519074
223,3463.239972
224,3465.609337
225,3500.041155
226,3502.448140
227,3520.459519
228,3524.915860
229,3530.932950
230,3533.446434
231,3573.883797
232,3575.820587
233,3576.697026
234,3576.903197
235,3625.646440
236,3628.080453
237,3643.194957
238,3645.379086
239,3686.395308
240,3686.871022
241,3703.420475
242,3784.551387
243,3788.735310
244,3823.978669
245,3826.191617
246,3850.883177
247,3863.053913
248,3864.451901
249,3871.700357
250,3902.666015
251,3924.364776
252,3992.518919
253,4038.653252
254,4044.995077
255,4047.816008
256,4051.269951
257,4063.611980
258,4091.054580
259,4115.464222
260,4139.836383
261,4151.219962
262,4157.673852
263,4189.592387
264,4195.357047
265,4200.075572
266,4208.321514
267,4212.814206
268,4215.320158
269,4219.685873
270,4224.659605
271,4226.352772
272,4234.738954
273,4253.289669
274,4264.481835
275,4267.292118
276,4295.123663
277,4299.271717
278,4413.596738
279,4444.514548
280,4450.746951
281,4456.179343
282,4472.073817
283,4486.311268
284,4497.487854
285,4525.098538
286,4527.589004
287,4534.081895
288,4553.341628
289,4552.416493
290,4553.675133
291,4593.294279
292,4601.578354
293,4606.060656
294,4607.861528
295,4619.384969
296,4625.421093
297,4633.996760
298,4635.466669
299,4726.842193
300,4727.816150
301,4744.514335
302,4746.430177
303,4754.094366
304,4772.451868
305,4776.484493
306,4791.565436
307,4814.219641
308,4822.513692
309,4830.010882
310,4840.696708
311,4896.891839
312,4897.050979
313,4906.036868
314,4922.118025
315,4937.138050
316,4938.635476
317,4944.482984
318,4946.317233
319,4974.742243
320,4986.891363
321,5023.262911
322,5034.541530
323,5059.440753
324,5077.196013
325,5137.034040
326,5152.055508
327,5192.810920
328,5211.838524
329,5223.111166
330,5255.540119
331,5258.859497
332,5263.102956
333,5295.759234
334,5298.606300
335,5311.870782
336,5315.563865
337,5366.806663
338,5366.768748
339,5374.246995
340,5379.938285
341,5397.926144
342,5402.758156
343,5409.313320
344,5432.442112
345,5446.490199
346,5457.039489
347,5470.253563
348,5484.628361
349,5520.534403
350,5538.572340
351,5562.345540
352,5570.844205
353,5584.785739
354,5588.439959
355,5619.915176
356,5671.032610
357,5680.690036
358,5706.385923
359,5712.479667
360,5719.175855
361,5753.804398
362,5797.022662
363,5798.403910
364,5802.248494
365,5808.461230
366,5821.392797
367,5828.002745
368,5846.531674
369,5856.329864
370,5869.635113
371,5915.982265
372,5979.058823
373,6013.863673
374,6038.688170
375,6040.333814
376,6042.363975
377,6049.023994
378,6074.657436
379,6076.232707
380,6133.872503
381,6141.116765
382,6159.261414
383,6164.465648
384,6169.458172
385,6197.005760
386,6199.075645
387,6199.990969
388,6274.216226
389,6317.213096
390,6341.273383
391,6349.945916
392,6355.378170
393,6359.429126
394,6380.441436
395,6392.535249
396,6403.341145
397,6417.711462
398,6453.601007
399,6472.230838
400,6474.750175
401,6494.333739
402,6536.543373
403,6549.166845
404,6548.532280
405,6558.221777
406,6561.540148
407,6570.728410
408,6584.493269
409,6645.910524
410,6653.227817
411,6661.476645
412,6700.281321
413,6726.904849
414,6735.439910
415,6752.476041
416,6815.592089
417,6835.813813
418,6993.306006
419,7013.366701
420,7021.175320
421,7045.376815
422,7053.538613
423,7055.573282
424,7076.930775
425,7089.183018
426,7106.801388
427,7107.693886
428,7110.306830
429,7133.592047
430,7142.469141
431,7158.461264
432,7164.017328
433,7173.380030
434,7183.993937
435,7196.476625
436,7197.528620
437,7237.876284
438,7238.380051
439,7249.293430
440,7258.285524
441,7263.904645
442,7273.570953
443,7275.757737
444,7277.230743
445,7281.718519
446,7294.332273
447,7332.545688
448,7407.767171
449,7427.207479
450,7441.888657
451,7445.442253
452,7472.217592
453,7493.976869
454,7510.193453
455,7513.536258
456,7528.336258
457,7537.158395
458,7541.266563
459,7550.899920
460,7601.904609
461,7602.517306
462,7612.851510
463,7635.513066
464,7649.540758
465,7657.336436
466,7662.998949
467,7681.789410
468,7691.105929
469,7729.354358
470,7757.223334
471,7756.125999
472,7767.344121
473,7777.002001
474,7799.003733
475,7838.304134
476,7847.462731
477,7859.922489
478,7870.078422
479,7897.449484
480,7905.227150
481,7903.961661
482,7915.465341
483,7915.606938
484,7964.943618
485,7984.291027
486,8024.249495
487,8082.594129
488,8119.224929
489,8118.837487
490,8120.862052
491,8157.272792
492,8162.679904
493,8184.710857
494,8184.853005
495,8193.648385
496,8199.040478
497,8201.936851
498,8210.377090
499,8272.729335
